part	c1	c2	c3	c4
25693	3.47	5.05	9.94	7.95
25694	3.61	4.81	9.69	7.8
25695	4.35	4.6	10.08	8.18
25696	4.04	5.28	10.05	7.36
25697	4.01	5.95	9.93	8.43
25698	3.44	5.11	9.71	8
25699	3.58	5.25	10	7.65
25700	3.95	5.82	9.96	8.27
25701	4.07	5.47	9.83	7.75
25702	3.58	4.58	10.1	8.09
25703	3.6	5.74	9.98	8.19
25704	4	5.34	10.17	7.29
25705	4.27	5.39	10.1	7.75
25706	4.01	6.18	10.06	8.17
25707	3.73	5.6	10.03	7.11
25708	3.95	6.59	10.15	7.94
25709	3.6	5.13	10.09	7.53
25710	3.42	4.76	10.08	7.03
25711	3.94	5.19	9.91	8.39
25712	4.13	5.42	10.08	8.08
25713	3.24	5.33	9.89	8.2
25714	4.1	5.59	10.35	8.11
25715	3.55	5.59	10.17	7.81
25716	4.06	6.52	10.03	7.74
25717	3.74	5.52	9.85	7.84
25718	4.29	5.31	9.87	8.18
25719	4.2	5.91	9.94	7.64
25720	3.72	5.38	9.99	7.94
25721	4.38	5.87	10.45	9.14
25722	4.12	5.08	10.21	8.33
25723	4.07	5.55	10.03	8.43
25724	4.06	5.08	9.98	7.31
25725	3.3	5.4	10.01	7.64
25726	4.38	5.68	10.03	7.95
25727	3.61	5.84	10.06	7.45
25728	3.62	4.33	9.89	7.28
25729	4.28	5.47	10.01	8.07
25730	3.56	4.7	9.8	7.13
25731	3.63	4.67	9.74	7.73
25732	3.43	4.55	9.92	7.39
25733	4.04	4.81	10.16	8.19
25734	4.45	5.94	10.14	8.07
25735	3.91	5.85	10.09	7.38
25736	3.65	4.95	9.88	7.44
25737	4.3	6.78	10.46	9.14
25738	3.56	5.46	9.93	7.72
25739	4.33	6.49	9.83	8.81
25740	4.51	6.18	10.55	9.37
25741	3.69	5.04	9.67	7.33
25742	4.55	4.87	9.95	7.76
25743	3.73	5.31	9.83	8.02
25744	4.62	5.95	9.78	8.02
25745	4.21	5.31	10.01	8.73
25746	4.31	5.09	10.19	8.01
25747	4.89	5.93	10.02	8.35
25748	4.75	5.92	10.2	9.08
25749	3.83	5.55	9.8	7.91
25750	3.46	4.28	9.78	7.34
25751	4.54	6.13	10.41	9.57
25752	3.91	5.58	10.07	7.77
25753	3.95	5.79	10.05	8.31
25754	4.05	6.34	10.24	8.43
25755	4.21	5.5	10.04	8.3
25756	3.85	4.75	9.93	7.54
25757	3.94	5.87	9.93	8.7
25758	4.65	5.57	10.28	8.72
25759	4.11	6.53	10.13	8.25
25760	4.07	5.86	10.14	8.2
25761	3.86	5.05	9.94	8.25
25762	4.19	6.22	10.41	8.49
25763	4.16	5.49	9.87	8.33
25764	3.87	5.12	9.76	8.36
25765	3.53	5.22	9.65	7.3
25766	3.88	6.3	9.76	7.43
25767	3.99	5.48	9.88	7.2
25768	4.54	5.63	10.2	8.88
25769	4.09	5.58	9.88	7.66
25770	3.72	5.09	9.93	7.63
25771	3.9	5.18	9.83	7.78
25772	4.63	5.7	10.35	8.84
25773	4.14	5.42	9.93	8.24
25774	4.54	5.66	10.2	7.88
25775	4.23	6.12	9.9	8.72
25776	4.3	5.52	9.75	7.95
25777	3.57	5.49	9.59	7.51
25778	3.68	5.6	9.7	7.52
25779	3.57	4.72	10.04	7.3
25780	3.1	5.75	10.08	7.77
25781	3.87	5.73	10	8.23
25782	3.94	5.29	9.76	7.98
25783	3.21	5.03	9.65	7.77
25784	3.53	4.2	9.81	8.03
25785	4.65	6.13	10.34	8.88
25786	4.35	6.33	9.98	8.61
25787	4.01	5.6	10.05	8.35
25788	4.12	5.64	9.96	7.65
25789	3.68	5.69	10.23	8.26
25790	4.23	4.82	9.78	7.88
25791	4.08	5.11	9.88	7.88
25792	3.69	5.52	9.93	7.91
25793	3.65	5.76	9.99	8.52
25794	3.79	5.4	10.31	8.17
25795	4.43	6.09	9.94	7.89
25796	4.74	5.57	10.18	7.28
25797	3.89	4.91	9.92	7.78
25798	3.37	4.99	9.88	7.76
25799	3.39	5.32	9.61	7.28
25800	4.61	5.61	9.92	8.09
25801	4.55	5.31	10.04	7.94
25802	4.41	5.52	10	8.18
25803	4.28	5.76	9.55	6.85
25804	4.06	5.15	10.12	8.3
25805	3.53	4.98	9.9	6.73
25806	3.44	5.05	9.82	7.77
25807	4.58	6.1	10.25	8.51
25808	3.87	5.87	9.69	7.01
25809	4.36	6.26	10.1	7.84
25810	3.59	4.97	9.91	7.34
25811	4.53	6.11	10.11	8.41
25812	3.76	5.43	9.92	7.84
25813	3.6	5.05	10.08	8.62
25814	4.69	5.87	10.09	8.61
25815	3.55	4.91	9.7	7.57
25816	4.38	5.24	9.87	8.06
25817	4.07	4.77	9.77	7.21
25818	3.93	5.51	9.88	7.57
25819	3.44	4.82	10.1	7.84
25820	4.85	5.78	10.4	8.32
25821	3.89	5.74	10.21	7.9
25822	4.38	6.17	10.2	7.86
25823	3.39	4.4	9.8	7.68
25824	4.46	5.88	9.94	7.69
25825	4.58	6.41	10.39	7.99
25826	3.85	5.07	9.58	7.32
25827	4.36	5.68	9.96	7.76
25828	5.06	4.93	10.09	8.31
25829	4.1	6.35	10.3	8.26
25830	3.98	5.83	9.96	8.23
25831	4.07	6.51	10.06	8.85
25832	3.15	5.6	9.79	7.78
25833	4.48	5.32	10.19	8.36
25834	3.08	5.2	9.6	7.03
25835	4.06	5.38	10.07	7.58
25836	4.29	6.25	10.12	9.09
25837	3.58	4.76	9.81	7.4
25838	3.89	4.81	10.16	7.54
25839	3.88	5.38	10.12	8.48
25840	4.11	5.48	10.03	7.8
25841	3.32	4.84	9.84	7.52
25842	4.55	5.46	9.81	7.94
25843	4.35	6	10.23	8.74
25844	4.16	5.67	10.17	8.5
25845	3.93	4.77	9.86	7.18
25846	3.86	5.57	9.99	8.74
25847	4.4	6.51	10.01	9.11
25848	4.72	5.55	10.03	8.26
25849	4.24	5.46	9.95	8
25850	3.52	4.82	9.75	7.91
25851	4.36	5.65	10.04	8.13
25852	4.19	5.53	10.11	8.19
25853	4.19	6.03	9.98	8.3
25854	4.07	6	9.83	8.26
25855	4.04	5.48	10.15	7.35
25856	4.19	5.23	9.98	8.41
25857	4.47	5.51	10.39	8.17
25858	3.49	5.11	9.94	8.19
25859	4.39	5.31	10.21	8.07
25860	4.2	5.64	9.98	8.4
25861	3.44	5.63	10.14	8.41
25862	4.58	7.24	10.28	8.91
25863	4.06	5.43	10.19	7.82
25864	3.34	5.14	9.88	7.72
25865	4.55	6	10.2	8.23
25866	3.71	5.88	9.99	7.85
25867	3.8	5.7	9.96	7.99
25868	3.89	5.73	9.81	8.14
25869	3.63	4.14	10.13	7.37
25870	3.25	5.09	9.91	6.96
25871	3.64	5.11	10.16	7.85
25872	4.05	5.66	10.12	8.01
25873	4.16	5.43	9.99	8.11
25874	3.83	5.94	9.79	8.42
25875	3.89	5.01	10.24	7.93
25876	3.83	5.41	9.75	8.03
25877	3.52	5.65	10.08	7.82
25878	4.33	4.44	10.01	8.48
25879	4.19	6.47	10.39	8.14
25880	4.23	5.09	10.23	8.47
25881	4.25	5.5	9.85	7.62
25882	4.3	4.88	9.92	8.12
25883	3.33	5.39	9.89	7.82
25884	4.32	4.84	10.12	7.78
25885	3.77	5.44	10.14	8.32
25886	3.85	5.94	9.86	8.2
25887	3.74	5.73	10.11	8.18
25888	3.76	5.42	9.85	8.11
25889	4.09	5.06	9.75	7.5
25890	3.96	5.35	9.94	8.01
25891	3.37	5.32	9.78	7.42
25892	4.71	5.02	10.18	8.09
25893	3.83	4.94	9.97	8.02
25894	3.52	4.75	9.73	7.43
25895	4.53	6.14	9.99	8.53
25896	4.41	6.54	10.58	8.66
25897	3.79	5.33	9.86	8.46
25898	4.08	5.51	9.99	7.04
25899	4.08	4.92	9.8	8.17
25900	4.29	5.12	9.75	7.7
25901	4.37	6.27	10.22	8.59
25902	3.73	4.51	9.73	7.94
25903	3.9	5.1	9.87	8.24
25904	3.55	5.09	9.71	7.6
25905	3.8	5.39	10.1	7.95
25906	4.17	5.73	9.93	8.62
25907	4.58	5.35	10.14	8.13
25908	3.77	5.47	9.94	7.9
25909	4.47	6.5	10.02	8.43
25910	3.9	5.28	9.9	8.34
25911	4.13	5.76	10.24	7.39
25912	4.18	5.93	10.04	8.55
25913	3.31	5.5	9.79	7.17
25914	4.06	5.63	10.19	8.37
25915	3.91	5.25	9.94	7.65
25916	3.86	6.03	9.81	8.48
25917	4.04	5.42	10.01	7.92
25918	3.56	5.33	9.98	8.07
25919	3.68	5.05	10.07	7.64
25920	3.55	5.15	9.91	7.13
25921	3.77	5.46	10.22	7.98
25922	4.19	6.3	10.02	7.57
25923	4.27	5.6	9.86	8.07
25924	3.19	5.43	9.89	7.2
25925	4.18	6.61	10.36	8.56
25926	3.68	5.5	10.17	8.22
25927	4.76	5.97	10.06	9.2
25928	3.89	4.85	10.26	8.3
25929	4.17	5.75	9.84	7.81
25930	4.39	5.57	10.28	8.48
25931	3.91	5.45	9.98	7.7
25932	3.97	5.64	10.3	7.94
25933	3.24	5.14	9.39	7.17
25934	4.63	5.84	10.05	9
25935	4.2	5.36	10.03	8.5
25936	4.26	6.3	10.27	7.64
25937	4.43	5.46	10.02	8.15
25938	3.83	4.71	9.8	8.58
25939	4.05	5.01	9.92	7.51
25940	4.25	5.38	10.01	7.48
25941	4.62	6.41	10.5	8.63
25942	NA	6.08	10.24	9.06
25943	4.39	6.22	10.16	8.81
25944	4.36	5.54	10.24	8.75
25945	3.31	5.67	9.73	7.28
25946	3.97	5.62	9.92	8.55
25947	3.82	4.89	9.97	7.94
25948	3.78	5.52	10.01	8.09
25949	3.87	5.31	10.04	8
25950	4.49	6.27	10.01	8.35
25951	3.85	5.66	10.14	8.35
25952	3.86	5.39	9.86	7.73
25953	3.45	5.29	9.81	7.77
25954	3.84	4.62	9.78	7.6
25955	4.02	5.4	9.98	7.69
25956	4.11	4.88	9.52	7.63
25957	3.84	5.27	10.05	8.09
25958	4.17	5.26	10.26	7.1
25959	3.56	5.18	9.92	7.65
25960	3.95	5.05	9.86	7.96
25961	3.75	4.76	NA	7.64
25962	4.23	6.1	10.16	8.31
25963	4.38	5.61	9.95	8.02
25964	4.43	5.9	9.98	8.26
25965	3.85	4.66	9.86	7.86
25966	4.19	5.52	10.08	8.12
25967	4.28	5.7	9.98	8.16
25968	3.93	5.51	9.85	8.02
25969	4.75	6.43	10.41	8.22
25970	3.61	5.25	9.85	8.26
25971	4.2	5.66	10.07	7.58
25972	4.06	5.02	10.08	8.2
25973	3.2	4.99	9.95	7.83
25974	4.26	5.73	10.01	8.31
25975	4.3	5.66	10.2	8.3
25976	4.02	5.64	10.25	8
25977	4.28	5.87	10.12	8.27
25978	3.96	5.53	10.15	7.93
25979	4.99	6.74	10.6	9.37
25980	3.78	5.11	9.97	7.22
25981	3.95	6.28	10.2	8.09
25982	3.97	5.31	9.64	7.58
25983	4.09	5.85	10	7.91
25984	3.76	4.28	10.04	7.71
25985	4.03	5.89	10	8.17
25986	4.26	5.99	10.32	7.9
25987	4.18	5.74	10.28	7.79
25988	4.19	5.62	10.01	7.81
25989	3.77	5.56	9.76	7.97
25990	4.35	5.62	10.31	8.87
25991	3.95	5.61	10.19	8.09
25992	4.03	5.43	9.97	8.1
25993	5.29	6.53	10.46	8.46
25994	3.73	5.23	9.78	7.11
25995	3.93	5.76	10.15	7.34
25996	3.76	5.27	9.8	7.43
25997	4.54	6.43	10.19	8.41
25998	4.01	5.35	10.02	8.31
25999	3.74	5.26	9.92	8.01
26000	4.63	5.26	9.76	8.13
26001	3.37	4.95	9.94	7.4
26002	3.95	5.92	9.92	7.9
26003	3.5	4.85	9.5	7.71
26004	3.75	6.47	10.29	9.08
26005	3.86	5.97	10.29	8.75
26006	4.04	5.61	9.82	8.29
26007	3.64	5.53	10.04	7.53
26008	4.29	6.33	10.04	7.57
26009	3.16	4.57	10.05	7.9
26010	3.74	5.49	9.69	7.19
26011	5	5.79	10.16	8.75
26012	3.69	5.27	9.73	7.61
26013	4.15	5.88	10.01	7.74
26014	4.57	5.4	10.21	8.14
26015	4.01	5.2	9.95	7.64
26016	4.18	6.02	10.32	8.01
26017	4.68	5.27	9.93	8.25
26018	3.28	4.1	9.22	6.99
26019	4.35	5.47	10	8.05
26020	4.17	5.13	9.89	7.7
26021	3.83	5.55	10.31	8.06
26022	4.15	5.58	10.13	8.02
26023	3.26	4.72	9.54	6.9
26024	3.93	5.78	10.01	7.43
26025	3.72	5.42	10.19	8.12
26026	4	5.22	9.94	8.1
26027	4.06	5.87	10.31	8.11
26028	4.03	4.87	10.04	7.32
26029	4.17	5.67	10.26	8.63
26030	4.3	5.16	9.96	7.35
26031	3.83	6.03	10.2	7.77
26032	3.24	5.42	9.83	7.77
26033	4.33	6.38	10.23	8.74
26034	4.13	5.61	10.11	8.16
26035	3.44	5.79	10.07	8.1
26036	3.81	5.48	9.93	8
26037	4.83	6.66	10.54	8.35
26038	3.74	6.23	9.93	8.25
26039	4.13	6.31	10.11	9.17
26040	3.98	5.97	9.97	8.23
26041	3.66	5.59	9.67	7.76
26042	3.56	4.32	9.74	8.06
26043	3.99	5.85	10.14	8.53
26044	4.47	5.29	9.93	7.75
26045	3.81	5.86	9.96	7.79
26046	4.41	5.64	10.03	8.64
26047	4.13	4.92	9.82	8
26048	3.66	5.71	10	8.6
26049	4.08	5.79	10.04	8.09
26050	4.27	4.98	9.79	7.7
26051	3.25	5.1	9.84	7.44
26052	3.98	5.81	9.81	7.82
26053	3.71	4.35	9.74	7.88
26054	3.87	5.02	9.92	8.24
26055	3.81	5.89	10.1	8.46
26056	4.27	6.58	10.08	8.22
26057	3.84	5.45	9.92	7.74
26058	4.37	5.65	10.22	7.65
26059	3.93	5.35	9.89	7.99
26060	3.96	5.48	10.26	7.38
26061	4.33	5.85	10.26	8.91
26062	3.9	5.8	10.19	8.57
26063	3.93	4.76	9.68	7.78
26064	4.36	5.66	10.54	8.85
26065	4.21	5.34	9.6	7.43
26066	4.96	6.08	10.57	8.83
26067	4.01	5.41	9.97	7.73
26068	4.28	5.13	9.9	8.19
26069	3.31	5.81	9.89	8.02
26070	4.1	5.42	9.92	7.38
26071	3.91	6.14	9.93	9.29
26072	3.88	5.36	10.03	8.42
26073	4.05	5.7	10.57	8.83
26074	3.76	4.55	9.97	7.97
26075	4.87	6.41	10.15	8.48
26076	3.33	5.19	9.59	7.85
26077	4.22	5.9	10.39	8.79
26078	4.23	5.19	9.94	7.65
26079	4.27	5.54	10.03	8.54
26080	3.46	5.21	9.83	7.42
26081	5.28	6.93	10.19	9.3
26082	4.68	5.13	9.87	8.62
26083	3.85	4.91	9.88	7.93
26084	3.76	5.61	10.18	8.29
26085	4.57	5.98	10.34	7.96
26086	3.96	5.77	10.04	8.38
26087	4.26	5.47	10.29	7.9
26088	3.87	5.43	9.96	7.62
26089	4.07	5.4	10.1	7.71
26090	4.07	5.28	9.75	7.55
26091	4.27	5.79	9.94	8.37
26092	4.09	5.76	9.91	8.44
26093	4.63	5.88	10.14	8.56
26094	4.1	4.79	10.08	7.57
26095	3.7	5.8	9.69	8.8
26096	4.15	5.5	10.06	7.22
26097	3.98	5.65	9.97	8.17
26098	3.55	5.51	10.26	8.51
26099	3.89	5.16	9.92	7.4
26100	3.45	4.63	9.81	7.36
26101	3.93	5.31	9.96	7.64
26102	3.71	4.52	9.82	8.14
26103	3.84	6.11	10.32	7.93
26104	4.04	5.41	10.19	8.73
26105	4.14	5.79	10.07	7.9
26106	3.59	5.04	9.96	7.42
26107	3.46	4.32	9.53	7.99
26108	4.21	6.19	9.9	7.76
26109	4.57	5.78	10.16	8.11
26110	3.89	5.19	9.62	7.66
26111	4.17	6.46	10.29	9.51
26112	3.74	6.34	10.23	8.24
26113	3.55	4.78	9.96	7.38
26114	4.21	5.77	10.05	8.34
26115	3.85	4.78	9.87	8.29
26116	3.98	6.46	10.06	7.86
26117	3.74	4.43	10.15	7.84
26118	3.89	5.04	9.88	7.2
26119	4.09	5.33	10.02	7.89
26120	4.21	5.52	10.22	8.3
26121	4.47	5.98	10.02	8.25
26122	3.48	5.82	10.04	7.81
26123	4.13	5.28	10.11	8.63
26124	4.08	6.28	9.94	8.34
26125	4.42	6.32	10.17	8.14
26126	3.65	5.83	10.21	7.69
26127	3.78	5.75	9.97	7.76
26128	4.03	6.04	10.38	7.68
26129	3.44	5.44	10.32	7.59
26130	4.14	5.64	10.03	7.95
26131	3.8	5.6	9.98	7.32
26132	4.46	6.77	10.32	7.97
26133	3.73	3.99	9.82	7.54
26134	3.6	4.74	9.84	7.53
26135	3.91	5.45	9.92	7.34
26136	3.9	4.98	9.74	7.67
26137	4.19	5.55	10.11	8.29
26138	3.61	5.3	10.17	7.77
26139	4.04	5.51	9.66	8.45
26140	4.63	5.64	10.01	8.51
26141	4.25	5.34	10.05	8.45
26142	3.67	5.36	10.02	8.77
26143	4.33	5.63	10.07	8.17
26144	3.38	6.03	9.88	7.56
26145	3.64	5.2	10.09	7.75
26146	3.75	5.73	9.79	7.6
26147	4.25	5.6	10.07	8.06
26148	2.97	4.88	9.56	7.15
26149	3.94	4.8	9.76	8.31
26150	4.61	5.74	10.08	8
26151	3.96	5.46	9.61	7.32
26152	4.04	5.6	9.88	7.85
26153	3.95	5.74	9.95	8.18
26154	4.14	6.13	10.28	8.38
26155	3.46	5.25	9.7	7.34
26156	4.21	6.22	10.24	8.5
26157	4.24	6.5	10.21	8.03
26158	3.94	5.73	10.16	8.24
26159	3.9	5.01	9.82	7.82
26160	4.33	5.44	9.81	8.46
26161	4.04	5.67	10.05	8.63
26162	4.09	5.96	10.08	8.3
26163	4.37	6.04	9.87	8.69
26164	3.76	4.41	9.72	7.22
26165	4.28	5.49	9.75	8.46
26166	4.06	5.24	9.92	8.16
26167	4.28	5.73	10.02	7.77
26168	3.83	6.25	10.06	8.23
26169	4.17	5.13	9.64	8.07
26170	4	5.42	9.9	7.95
26171	4.04	5.9	10.09	7.95
26172	4.22	5.99	10.31	8.06
26173	3.9	5.52	10.05	7.14
26174	3.51	5.01	9.81	6.78
26175	3.66	5.51	9.94	8.14
26176	4.11	5.63	10.17	8.99
26177	3.49	5.08	9.61	7.24
26178	4.35	5.64	10.13	7.65
26179	4.03	6.12	10.07	8.57
26180	4.17	5.9	10.42	8.06
26181	4.64	5.59	10.17	8.12
26182	4.02	5.34	10.07	7.67
26183	4.27	5.69	10.11	8.17
26184	4.73	5.69	10.11	8.49
26185	4.21	5.96	10.15	8.6
26186	4.65	4.68	9.96	7.28
26187	4.93	6.82	9.99	8.18
26188	3.39	5.29	9.79	8.18
26189	4.41	5.62	10.11	8.92
26190	4.43	5.88	10.36	8.19
26191	4.2	5.05	10.06	8.18
26192	3.95	5.51	9.86	7.53
26193	4.41	6.27	10.58	8.57
26194	4.21	5.47	10.07	8.13
26195	4.17	5.8	9.89	8.15
26196	3.49	5.06	9.77	8.06
26197	4.55	5.8	10.06	8.74
26198	3.92	5.24	9.93	7.54
26199	3.98	5.31	9.9	7.83
26200	4.03	5.99	10.06	8.14
26201	4.13	6.64	10.27	9.07
26202	3.55	5.78	9.92	8.48
26203	3.85	5.84	9.92	8.54
26204	3.81	5.62	9.81	7.98
26205	3.57	4.91	9.64	7.9
26206	3.94	5.42	9.99	7.87
26207	4.38	6.06	9.95	7.83
26208	3.23	4.84	9.69	7.7
26209	4.34	5.85	10.12	7.97
26210	4.32	4.78	10.08	8.12
26211	3.95	5.03	9.94	7.83
26212	4.49	6.15	10.24	8.52
26213	3.44	4.58	9.86	7.55
26214	3.52	5.45	9.86	8.15
26215	4.39	5.97	9.88	8.19
26216	3.56	4.99	9.93	7.59
26217	3.33	5.21	9.84	8.06
26218	3.94	5.47	10.22	8.78
26219	3.48	5.48	9.84	7.93
26220	3.6	4.97	10.19	8.02
26221	4.33	6.61	10.14	8.18
26222	4.03	5.99	9.86	8.21
26223	3.8	5.65	9.94	7.96
26224	3.57	4.74	9.85	7.11
26225	3.72	5.08	9.89	7.32
26226	4.56	4.93	10.06	7.87
26227	3.75	4.96	9.97	7.91
26228	3.76	5.03	9.95	7.81
26229	3.55	4.58	9.92	7.38
26230	3.81	5.87	10.09	8.03
26231	3.73	6.21	10.16	9.35
26232	3.92	5.37	9.52	7.38
26233	3.22	5.26	9.74	8.02
26234	4.22	5.84	10	7.43
26235	3.52	4.95	9.97	7.03
26236	3.87	4.84	9.99	7.66
26237	4.29	6.06	10.13	9.06
26238	4.14	5.1	10.16	8.08
26239	4.36	4.9	9.98	8.23
26240	3.26	5.29	9.72	8.08
26241	4.11	5.85	9.96	8.06
26242	3.57	5.77	10.04	8.06
26243	4.69	6.51	10.29	8.92
26244	4.22	5.61	10.19	8.29
26245	4.41	6.36	9.94	8.01
26246	4.08	5.43	10.07	8.57
26247	4.05	6.13	10.01	8.13
26248	3.6	5.03	9.92	7.78
26249	3.98	5.05	9.98	7.85
26250	4.43	5.59	10.28	8.35
26251	3.96	5.89	9.84	7.69
26252	3.77	6.09	10.06	7.93
26253	4.25	5.58	10.06	7.76
26254	3.86	5.73	10.09	8.32
26255	4.06	5.87	9.92	8.32
26256	3.36	5.32	9.73	7.72
26257	3.59	4.95	9.72	7.38
26258	4.18	5.92	10.08	8.6
26259	3.61	5.61	9.93	7.54
26260	4.59	6.21	10.32	8.68
26261	3.94	5.13	9.74	7.57
26262	3.86	4.83	9.74	7.68
26263	3.14	5.2	9.77	7.85
26264	4.48	5.87	10.35	8.77
26265	4.04	6.23	9.77	7.93
26266	3.33	4.76	9.52	7.37
26267	3.56	5.52	10	7.68
26268	4.13	5.68	9.89	7.41
26269	4.31	5.39	10.06	8.14
26270	3.41	5.69	9.95	7.4
26271	4.05	5.73	10.18	7.74
26272	3.83	5.62	9.99	7.83
26273	3.56	6.13	9.98	7.74
26274	4.09	5.24	10.27	8.02
26275	4.27	5.3	9.98	8.19
26276	4.03	5.34	9.86	7.36
26277	3.35	5.52	9.77	7.29
26278	4.08	5.67	9.86	8.85
26279	4.22	5.19	9.83	7.82
26280	3.34	5.16	9.65	6.85
26281	4.51	5.84	9.91	8.38
26282	3.41	5.28	9.8	7.26
26283	3.82	5.12	9.86	7.73
26284	4.2	5.81	10.05	8.31
26285	4.38	5.83	10.2	8.25
26286	4.19	5.84	9.88	8.26
26287	3.12	4.92	9.39	6.76
26288	4.07	4.8	9.69	7.63
26289	3.77	5.56	9.94	7.98
26290	4.16	6.17	10.1	7.69
26291	3.64	5.08	9.75	7.22
26292	4	5.7	10.34	8.08
26293	3.69	5.43	10.15	7.9
26294	3.52	5.95	10.23	8.53
26295	3.51	4.97	9.85	8.57
26296	3.02	5.64	9.93	7.39
26297	4.95	6.06	10.23	8.16
26298	3.84	5.23	9.56	7.53
26299	3.78	5.37	9.96	8.49
26300	4.01	NA	9.68	7.48
26301	3.57	4.47	10.17	7.66
26302	3.63	4.83	9.89	7.94
26303	3.56	5.52	9.73	7.69
26304	3.53	5.27	9.87	7.53
26305	3.83	5.65	9.65	7.76
26306	3.93	5.12	9.84	8.52
26307	4.16	5.74	9.96	7.46
26308	3.66	5.18	10.1	8.84
26309	3.96	5.17	10.02	7.74
26310	3.95	5.5	9.99	8.13
26311	3.65	5.23	9.72	7.72
26312	3.47	5.18	9.81	7.57
26313	4.87	6.19	10.51	8.26
26314	4.35	5.14	10.23	7.92
26315	3.89	5.87	10.18	8.4
26316	4.22	5.83	9.96	7.65
26317	4.79	5.57	10.26	8.05
26318	4.64	6.76	10.28	8.88
26319	3.64	5.02	9.98	7.3
26320	4.12	6.52	10.37	9.11
26321	4.4	6.14	10.53	8.49
26322	4.38	6.27	10.34	8.76
26323	4.45	5.22	9.77	7.67
26324	3.8	5.66	10.11	8.29
26325	3.99	4.87	9.93	7.9
26326	3.95	5.46	10.05	8.26
26327	4.06	5.73	9.87	7.68
26328	4.67	6.03	10.21	8.88
26329	4.15	5.22	10.08	7.23
26330	4.13	5.32	10.06	7.74
26331	3.84	5.8	10.16	7.59
26332	4.14	5.69	10.07	8.23
26333	4.23	5.68	9.97	7.94
26334	3.88	5.23	10.03	7.86
26335	3.22	4.38	9.66	7.27
26336	3.81	5.96	10.06	7.34
26337	4.54	5.35	10	8.4
26338	4.25	6.3	10.11	8.14
26339	3.54	4.84	10	7.88
26340	4.26	6.52	10.07	8.66
26341	4.73	6.43	10.31	9.32
26342	4.3	6.56	10.1	8.62
26343	4.39	5.94	10.03	8.51
26344	3.78	5.14	10.3	7.94
26345	4.3	5.57	10.19	8.65
26346	3.98	5.36	10.13	7.93
26347	4.22	5.92	9.97	8.42
26348	4.21	4.82	9.75	7.59
26349	4.09	5.57	10.15	8.8
26350	4.6	5.57	10.35	8.6
26351	4.51	5.52	9.8	7.3
26352	3.99	6.19	10	8.3
26353	3.13	5.29	9.91	7.05
26354	4.39	5.48	9.93	8.05
26355	4.2	4.45	9.93	8.29
26356	4.36	6.92	10.35	7.83
26357	4.68	6.22	10.11	8.59
26358	4.21	5.54	10.27	8.29
26359	4.3	5.61	10.32	8.21
26360	4.06	5.96	10.15	7.72
26361	4.27	5.6	9.99	7.84
26362	4.47	5.36	10.05	7.13
26363	4.24	6.2	10.11	7.79
26364	4.22	6.19	9.88	8.51
26365	4.29	4.94	10.08	7.9
26366	3.88	5.28	10.02	7.3
26367	3.82	4.79	9.67	7.43
26368	4	5.15	10.21	7.89
26369	3.94	6.26	9.99	7.93
26370	3.44	4.6	9.91	7
26371	4.93	6.04	10.04	9.16
26372	3.33	4.51	9.97	7.11
26373	4.66	4.92	10.02	7.67
26374	4.05	5.48	10.12	7.47
26375	3.51	5.19	9.83	7.52
26376	4.1	5.94	10.29	8.38
26377	3.94	5.18	9.81	7.73
26378	4	5.95	10.02	8.03
26379	4.35	6	10	8.32
26380	4.7	6.45	10.34	8.97
26381	4.02	5.49	10.19	7.82
26382	4.02	5.61	10.25	7.7
26383	3.77	4.87	9.75	7.92
26384	3.64	4.83	9.86	8.13
26385	3.75	5.39	9.68	7.67
26386	4.44	5.44	9.9	8.09
26387	4.22	6.61	10.08	8.36
26388	3.51	4.71	9.98	7.81
26389	3.38	5.27	9.83	8.36
26390	4.55	5.7	10.26	8.08
26391	4.16	6.39	10.19	8.29
26392	4.42	6.09	10.47	8.6
26393	3.97	5.13	9.63	7.67
26394	4.01	5.4	10.02	7.96
26395	3.78	5.35	10.01	8.05
26396	4.19	5.56	9.78	7.86
26397	4.56	6.21	10.01	8.29
26398	3.41	5.2	9.8	6.49
26399	4.15	6.18	10.2	7.95
26400	4.19	5.87	9.92	7.86
26401	3.55	4.7	9.91	8.13
26402	3.92	5.52	9.88	8.14
26403	3.97	6	9.86	7.72
26404	4.18	4.82	9.83	7.5
26405	4.48	6.29	10.29	8.9
26406	3.31	5.09	9.95	7.02
26407	4.12	5.82	10.02	8.1
26408	3.39	5.63	10.12	7.98
26409	4.5	5.53	10.12	8.64
26410	4.2	5.49	10.16	7.49
26411	4.23	5.39	10.07	7.71
26412	3.82	4.75	9.78	7.86
26413	4.16	5.73	9.91	7.89
26414	4.02	5.13	9.95	7.96
26415	3.89	5.56	9.74	7.75
26416	3.78	5.41	10.13	8.07
26417	3.82	4.81	9.85	7.2
26418	4.48	6.34	10.05	8.5
26419	3.88	5.55	9.87	8.11
26420	3.99	5.28	9.57	6.68
26421	4.2	6.1	10.29	9.23
26422	4.69	6.06	10.15	8.76
26423	4.24	5.6	10.13	8.14
26424	3.89	5.19	9.79	8.05
26425	3.64	5.56	9.98	8.41
26426	5.14	5.81	10.03	8.35
26427	3.9	5.67	9.98	7.92
26428	4.3	5.18	9.86	7.68
26429	4.23	5.45	10.09	8.54
26430	4.05	5.46	10.16	8.8
26431	4.82	6.09	10.02	8.49
